	sample_30099	sample_30104	sample_30227	sample_30238	sample_30254	sample_30267	sample_30284	sample_30298	sample_30309	sample_30327	sample_30367	sample_30369	sample_30371	sample_30373	sample_30374	sample_30380	sample_30399	sample_30446	sample_30453	sample_30458	sample_30483	sample_30496	sample_30497	sample_30498	sample_30523	sample_30525	sample_30526	sample_30533	sample_30535	sample_30537	sample_30540	sample_30566	sample_30577	sample_30603	sample_30617	sample_30622	sample_30626	sample_30627	sample_30632	sample_30640	sample_30655	sample_30658	sample_30667	sample_30677	sample_30679	sample_30680	sample_30681	sample_30683	sample_30686	sample_30687	sample_30690	sample_30692	sample_30693	sample_30694	sample_30695	sample_30698	sample_30700	sample_30704	sample_30706	sample_30710	sample_30713	sample_30718	sample_30722	sample_30724	sample_30727	sample_30735	sample_30736	sample_30737	sample_30740	sample_30751	sample_30752	sample_30757	sample_30764	sample_30766	sample_30767	sample_30769	sample_30770	sample_30772	sample_30773	sample_30776	sample_30778	sample_30779	sample_30780	sample_30781	sample_30783	sample_30785	sample_30792	sample_30793	sample_30818	sample_30819	sample_30823	sample_30828	sample_30836	sample_30837	sample_30844	sample_30845	sample_30851	sample_30852	sample_30858	sample_30859	sample_30874	sample_30878	sample_30881	sample_30883	sample_30884	sample_30885	sample_30886	sample_30890	sample_30892	sample_30896	sample_30897	sample_30899	sample_30903	sample_30907	sample_30910	sample_30912	sample_30913	sample_30916	sample_30918	sample_30920	sample_30931	sample_30942	sample_30944	sample_30949	sample_30965	sample_30977	sample_30982	sample_30993	sample_30997	sample_30998	sample_31001	sample_31009	sample_31026	sample_31040	sample_31062	sample_31065	sample_31069	sample_31071	sample_31072	sample_31081	sample_31095	sample_31097	sample_31101	sample_31114	sample_31118	sample_31120	sample_31121	sample_31136	sample_31142	sample_31143	sample_31150	sample_31156	sample_31176	sample_31177	sample_31184	sample_31194	sample_31201	sample_31204	sample_31211	sample_31229	sample_31232	sample_31240	sample_31242	sample_31243	sample_31252	sample_31256	sample_31264	sample_31269	sample_31271	sample_31272	sample_31273	sample_31274	sample_31278	sample_31279	sample_31280	sample_31281	sample_31282	sample_31284	sample_31288	sample_31291	sample_31295	sample_31298	sample_31302	sample_31303	sample_31306	sample_31307	sample_31310	sample_31315	sample_31335	sample_31379	sample_31383	sample_31386	sample_31404	sample_31407	sample_31422	sample_31424	sample_31430	sample_31431	sample_31437	sample_31441	sample_31442	sample_31445	sample_31453	sample_31454	sample_31458	sample_31462	sample_31463	sample_31468	sample_31470	sample_31471	sample_31472	sample_75007	sample_75029	sample_75049
Harryflintia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	2	0	0	0
Hydrogenoanaerobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	13	0	0	0	0	11	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	9	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	4	19	0	0	0	0	0	5	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	11	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0
Intestinimonas	0	0	101	0	0	19	0	77	0	120	72	19	0	0	266	0	147	20	0	123	101	0	88	0	0	567	56	225	39	162	0	36	69	38	116	38	49	59	129	0	0	33	36	67	109	8	0	41	0	0	37	0	444	36	21	263	24	0	77	0	57	0	0	16	160	17	0	0	90	39	0	1107	0	92	240	0	248	78	46	108	9	0	21	0	40	99	33	444	31	19	11	15	9	33	45	19	23	13	42	0	93	198	9	54	55	0	0	11	7	0	66	45	36	5	14	18	0	12	29	0	14	69	0	665	209	360	0	71	170	0	16	14	9	0	105	0	33	71	0	9	44	18	52	22	0	15	203	309	35	33	0	0	39	32	0	30	28	0	0	47	130	37	35	51	559	0	18	0	0	0	19	0	0	10	73	6	17	15	54	0	47	42	53	152	9	52	0	40	66	167	74	83	24	104	0	13	0	330	38	405	147	427	35	0	66	426	0	1485	21	36	143	20	0	0
Negativibacillus	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	30	19	0	0	5	0	29	24	0	0	12	90	0	5	130	0	0	79	126	0	29	0	0	0	5	13	43	11	78	20	11	26	844	0	0	13	0	363	52	0	0	0	0	0	97	0	0	0	0	0	0	0	0	147	0	0	83	122	162	0	0	0	40	0	20	0	29	0	0	5	0	0	94	47	0	21	9	42	90	0	0	18	176	30	0	0	0	0	0	0	118	0	28	0	0	53	0	0	0	0	111	124	0	0	0	0	0	0	69	81	181	0	0	130	0	10	0	0	171	154	0	0	74	0	51	16	110	0	0	0	0	0	0	0	0	0	29	13	0	0	8	0	0	0	124	0	0	22	15	0	0	0	20	0	0	0	431	0	0	73	0	0	0	0	185	57	0	0	27	10	0	0	86	0	0	209	0	0	20	257	0	0	338	0	35	0	0	0	0	0	0	0	0	0	0	0	0	12	0
Oscillibacter	0	9	69	0	27	42	130	22	0	45	455	56	12	75	109	12	51	182	14	92	35	0	0	0	14	17	0	273	52	0	0	111	222	22	91	0	22	47	99	5	4	91	134	162	154	15	44	230	363	18	29	12	1150	52	11	0	12	0	191	61	219	30	0	31	14	0	0	21	14	63	0	152	13	128	14	0	1260	142	21	233	14	22	62	17	182	17	103	376	69	160	42	0	30	25	25	0	9	537	67	42	0	0	13	242	119	48	0	14	0	0	27	97	0	522	0	13	49	16	29	28	53	495	25	704	220	36	0	30	100	0	7	33	0	29	402	155	39	1124	0	16	60	69	47	12	166	8	140	88	40	102	29	0	38	14	0	135	0	0	14	141	175	0	191	136	546	109	98	73	0	11	12	32	0	38	88	140	210	423	101	5	93	96	93	8	41	0	0	63	137	553	119	211	258	142	37	0	0	166	65	832	91	1665	627	5	17	58	151	1605	325	251	185	44	0	37
Oscillospira	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	12	0	0	0	0	0	0	0	92	0	0	0	0	16	0	14	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	110	11	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	112	0	49	0	0	10	15	0	1166	0	0	0	0	44	0	0	109	11	0	3	0	14	0	9	0	0	20	0	0	0	0	0	0	10	0	0	0	16	0	12	10	0	0	0	0	0	7	0	0	0	0	4	177	0	0	0	0	10	0	0	0	0	0	3	12	0	0	0	0	7	0	13	0	0	0	78	0	0	8	0	0	4	0	0	0	0	0	0	0	4	0	0	27	12	0	0	0	0	0	10	0	0	20	43	80	111	0	2	0	16	4	0	0	0	0	0	0	13	0	14	0	0	53	0	0	0	0	0	0	22	47	0	0	0	0	0	611	0	31	0	0	0	0
Papillibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	20	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	25	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phocea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	6	0	0	0	0	0	8	0	0	0	0	13	0	0	0	0	9	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	13	0	0	0	0	0	9	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	31	0	0	0	29	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudoflavonifractor	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	12	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	9	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	44	12	0	0	0	0	0
Pygmaiobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruminiclostridium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruminiclostridium_1	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	60	0	0	0	0	0	0	0	53	0	0	9	0	0	0	0	67	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	24	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
Ruminiclostridium_5	76	207	363	0	336	211	53	194	1003	44	629	383	51	113	640	269	47	18	871	798	222	53	101	202	268	459	232	183	195	121	12	256	360	37	297	19	488	18	227	21	157	243	1080	80	859	37	151	214	103	360	1341	642	1590	60	95	140	89	395	438	390	52	521	242	117	228	41	61	266	483	1392	1589	81	98	843	1768	277	373	1183	116	102	113	408	1089	51	272	97	595	274	408	50	1483	384	76	726	1150	48	133	2192	360	79	13	44	189	124	46	144	56	709	446	213	234	1739	1088	125	111	366	981	254	749	108	446	1079	95	445	596	492	469	73	731	85	130	75	221	286	440	87	223	639	513	392	319	39	79	299	236	1211	358	301	286	279	20	806	79	166	100	453	35	424	96	58	0	432	446	203	358	645	194	100	0	279	0	714	142	270	46	73	263	162	13	305	336	254	598	98	117	532	147	543	325	38	175	147	786	133	1873	146	160	510	234	880	1130	795	6602	824	182	1291	55	238	404	253	116	1318	4178	128
Ruminiclostridium_6	63	118	317	0	89	17	151	16	132	34	457	280	65	649	68	139	214	632	22	495	503	23	0	14	13	92	15	13352	1325	7869	0	38	3156	121	189	32	433	19	12706	18	718	869	0	164	553	43	13	60	11	0	224	0	0	18	1341	116	0	327	1313	274	30	23	0	43	701	0	2447	2011	289	120	23	236	153	4998	9459	44	353	1350	246	6198	0	13	0	10	669	77	2236	814	567	805	151	4292	26	282	107	428	1002	26	345	92	65	204	73	18	0	130	0	365	138	20	985	235	0	0	64	25	1885	91	10	24	648	0	0	11309	500	51	109	964	1144	0	662	106	89	188	683	73	0	7	0	438	1273	88	1728	6	276	358	18	499	0	919	30	0	190	4773	543	780	0	12	4425	2717	0	171	345	1304	9	0	1328	577	0	113	0	160	0	1326	148	411	127	443	1373	131	1188	0	90	75	1338	162	0	78	14	249	16	184	0	69	33	26	0	98	694	0	10	67	0	0	82	0	79	99	47	1376	2446	58	0	12
Ruminiclostridium_9	2	52	15	0	0	9	10	22	156	24	0	0	0	10	25	27	0	0	12	30	43	0	0	0	110	35	0	52	81	101	6	19	85	11	42	25	0	61	15	61	8	19	114	56	292	9	21	16	16	0	26	0	730	0	156	0	23	33	73	0	5	0	0	61	11	0	0	39	128	140	0	28	12	29	29	39	307	66	314	183	0	7	37	0	35	21	0	271	221	23	198	18	27	77	42	0	17	50	24	0	0	70	0	206	149	2	0	53	4	64	10	27	0	14	6	28	44	25	34	33	59	304	15	253	77	15	97	0	8	0	13	61	0	72	53	57	42	236	41	0	7	50	10	41	17	0	132	0	0	52	16	124	63	80	11	10	0	18	22	91	42	14	100	124	71	89	35	28	0	102	35	7	0	39	37	67	47	35	58	35	76	132	124	49	430	5	119	241	5	68	8	114	122	60	35	34	891	351	37	339	11	1215	217	395	0	931	19	386	102	27	17	13	165	0
Ruminococcaceae_NK4A214_group	0	17	16	0	3390	717	2783	82	186	1499	1218	619	79	534	330	102	845	1484	2425	576	734	0	240	0	1210	856	126	950	483	146	0	693	1748	1897	1208	67	180	1230	8127	169	432	1951	0	1300	319	47	7603	2330	21	6	262	0	783	284	265	0	0	80	1229	507	136	368	0	288	280	0	134	501	75	361	108	1158	4647	3685	383	711	902	2161	2192	7558	152	143	406	118	9	23	0	1791	2351	323	452	1209	1204	405	6276	6258	272	539	882	277	19	239	397	534	284	0	310	802	26	158	108	900	82	0	0	232	769	131	179	286	948	590	0	3162	1449	505	0	165	935	34	0	5811	719	40	0	3614	700	0	0	0	677	4142	313	612	184	290	834	508	469	0	4311	748	1375	280	149	178	0	236	250	473	119	1133	5216	2041	0	0	420	335	0	85	323	42	45	2167	1718	361	1169	154	1124	251	554	403	1819	41	1726	1064	61	4861	1259	948	1808	1696	0	3962	1371	0	0	1113	3083	1278	349	267	0	0	185	414	711	0	1077	744	1333	8763	260	809
Ruminococcaceae_UCG.001	0	0	0	0	0	0	0	0	0	0	0	0	0	339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruminococcaceae_UCG.002	43	98	1610	0	3278	5183	8094	931	940	4045	12386	7665	51	1407	468	881	4456	3044	174	4596	6324	20	1138	33	278	4190	1623	11034	166	7252	72	5234	7718	6220	5323	1174	2006	3931	6810	942	4546	9530	8	11346	1065	632	5136	18015	57	202	1251	11	6667	8493	1620	150	31	447	3753	1269	23883	460	295	732	1023	240	254	1612	769	1251	820	9104	7916	14686	6635	954	13858	9790	4587	21624	242	259	4320	350	2638	1326	122	5785	7973	20	963	1407	1457	2052	5342	527	1392	435	10735	1297	309	390	1876	2584	1291	111	1887	1277	1031	1011	478	4719	279	0	52	268	2191	284	1692	1379	3434	113	55	21604	10699	819	10	1826	941	44	404	1579	1224	173	2656	5027	11935	85	0	1225	1326	4651	4754	5428	4905	526	4408	3764	1481	4534	2414	619	1229	1913	737	3044	0	1310	1458	7429	560	8458	19336	8554	43	48	1142	3375	25	294	90	147	72	5929	9170	3163	5079	5539	3874	358	2397	5030	4049	681	5063	3696	334	6417	6100	5156	6852	6308	19	14575	814	105	0	23046	3302	8181	5841	3841	104	0	2053	94	1996	0	9000	11045	2269	4116	158	857
Ruminococcaceae_UCG.003	0	0	246	0	22	38	513	50	138	30	280	222	20	57	28	53	318	420	27	119	96	0	19	0	0	35	171	728	108	447	0	183	399	277	245	126	48	495	1278	21	23	195	93	324	80	26	63	70	289	12	29	4	24	110	23	0	51	17	590	102	71	30	12	51	90	0	0	0	20	214	0	15	78	1160	45	312	957	315	30	1197	25	30	269	10	365	487	417	614	151	0	6	128	174	604	111	0	161	87	434	34	0	16	42	54	21	0	14	0	67	61	17	75	38	0	0	0	55	61	124	123	92	9	7	913	680	36	0	160	39	0	30	153	0	29	402	261	349	55	31	120	127	227	203	45	463	46	215	307	45	202	246	38	192	104	26	12	0	0	61	564	87	154	464	70	0	0	484	185	0	6	93	24	6	207	230	1190	681	364	728	21	156	835	365	0	193	54	63	319	1229	2209	159	260	0	579	0	64	0	543	145	1806	3340	156	0	0	81	64	109	245	1299	296	91	1463	0	29
Ruminococcaceae_UCG.004	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	428	0	0	0	26	72	0	0	0	0	0	0	0	0	0	0	234	96	0	0	0	0	0	0	0	41	0	167	0	0	0	0	138	0	151	0	111	0	0	0	0	0	0	0	0	0	0	0	84	0	106	0	0	0	0	0	188	0	0	0	0	0	171	0	0	46	0	0	0	0	0	0	53	0	157	249	0	0	0	184	0	0	0	242	0	0	0	67	0	0	320	0	282	0	85	134	0	0	0	0	0	549	18	0	0	0	176	69	275	0	0	0	0	164	18	95	0	0	0	0	0	0	598	0	0	104	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	201	0	0	11	0	0	0	0	0	0	953	0	0	189	0	140	0	0	0	0	0	228	0	0	0	306	0	0	109	80	197	0	76	0	0	0	0	37	120	0	0	61	0	0	0
Ruminococcaceae_UCG.005	0	56	317	0	5076	598	5467	322	509	1726	3162	1826	0	787	67	144	607	7397	114	1574	1418	0	771	15	49	692	203	1400	94	762	7	531	251	14642	566	103	249	769	971	195	128	5001	9	4387	420	85	968	9341	0	10	298	0	1668	698	555	35	0	0	9050	235	2665	177	0	632	1029	0	122	258	114	3837	50	1190	192	1587	91	369	930	4078	2158	2253	45	22	11441	27	0	174	0	1502	1010	16	24	888	848	2640	435	19	398	77	542	260	36	287	5093	3444	1959	174	157	322	167	168	117	378	50	0	0	106	252	28	92	327	676	0	4	4693	3045	466	0	46	4759	0	75	52	416	8	104	301	4199	36	0	248	1479	1444	555	782	857	71	341	270	1773	632	2528	176	492	1745	383	498	7	24	2685	277	0	1966	6532	5825	57	0	93	658	0	74	52	279	0	663	5141	673	1914	642	655	137	441	708	864	192	2148	8345	188	2358	657	1324	1764	5583	0	3656	3789	133	0	1493	454	73	217	274	7	0	838	61	197	434	895	1041	1862	648	0	470
Ruminococcaceae_UCG.007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruminococcaceae_UCG.008	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	20	11	0	0	55	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	6	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruminococcaceae_UCG.009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	9	0	0	0	0	95	0	0	0	0	0	10	23	0	0	8	0	0	8	0	0	28	0	0	0	12	0	0	0	0	0	16	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	52	0	0	0	0	0	54	5	11	0	0	0	0	0	0	0	27	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	11	19	0	0	0	65	52	0	0	0	0	0	0	0	0	27	0	17	0	0	0	0	0	0	0	0	0	0	12	27	0	0	0	0	0	0	0	58	0	0	0	0	0	4	0	0	0	0	0	0	0	0	7	0	0	19	7	25	109	15	28	28	32	41	0	0	0	0	0	73	0	59	82	49	0	66	11	0	0	71	25	25	0	0	0	0	10	0	0	0	0	14	0	0	0	8
Ruminococcaceae_UCG.010	0	0	31	0	13	566	1496	132	160	589	1284	1196	0	85	0	173	821	743	0	122	118	0	196	0	8	835	0	2562	14	13	0	95	112	1275	452	34	15	360	1042	9	270	194	0	1473	46	16	167	691	0	0	123	0	15	139	27	0	0	27	848	269	0	59	0	591	174	0	7	0	0	324	0	1907	1166	931	283	198	80	1153	781	741	54	0	90	187	0	20	0	905	1353	0	37	18	51	115	741	0	8	0	1029	223	10	180	209	428	248	0	34	36	0	44	4	555	0	0	0	27	526	0	146	324	564	0	0	324	545	50	0	7	254	0	0	169	111	0	0	256	793	2	0	0	101	742	1017	114	0	77	148	435	0	31	156	44	429	149	86	10	0	314	100	174	721	250	2982	352	0	0	0	41	0	7	0	7	0	265	630	1328	1771	45	9	0	17	0	8	18	88	95	11	725	305	565	5	576	0	3300	82	0	0	1106	102	0	210	363	0	0	66	0	249	0	435	717	581	11	2	150
Ruminococcaceae_UCG.011	0	0	0	0	0	0	0	0	0	2	68	0	0	0	0	0	0	0	0	8	18	0	13	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	16	0	0	16	0	38	0	47	64	0	0	0	0	0	0	0	28	0	0	0	0	0	0	25	0	0	0	11	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	4	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	6	0	0	0	164	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0
Ruminococcaceae_UCG.013	1315	300	227	0	328	529	792	341	616	404	1099	430	306	83	1335	1122	710	482	797	456	822	1153	220	3678	2002	210	144	1469	408	516	0	1853	351	435	1263	1244	1235	28	2629	205	447	684	14428	837	677	1305	148	490	131	1659	428	1216	3240	364	915	3102	3166	412	414	407	301	643	841	90	714	1048	638	852	120	754	557	1490	297	2303	236	1537	193	1182	1777	1406	82	546	161	1087	188	207	1454	1813	219	624	2185	2408	500	925	868	0	237	776	50	662	284	90	172	660	326	382	40	1454	292	872	432	231	648	0	0	835	2629	18	159	332	306	0	533	88	2436	2087	425	516	807	531	7947	3725	357	384	1902	0	1398	2278	1722	2140	1245	356	1729	679	88	178	2125	1227	205	513	115	484	228	2285	926	277	95	559	1840	1074	177	334	559	441	7	0	589	1660	0	169	12	615	930	289	1215	470	785	1021	1301	364	1280	115	2822	193	527	1727	22	824	259	7	934	1531	193	561	1537	746	922	2450	905	842	0	206	2622	8207	60	308	188	200	86	1175	406	684	3845	525
